transect_code,tree_species_code,tree_foilage_strategy,tree_plot_code,subquadrat,tree_label,circumfrence_cm,tree_elevation_m,tree_latitude,tree_longitude,measurement_date
ab_lets1,ns,evergreen,befp,D,2,120,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,D,3,103,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,D,4,193,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,B,1,109,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,G,5,123,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,D,6,93,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,C,4,150,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,I,2,183,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,F,3,152,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,ns,evergreen,befp,F,4,130,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,H,3,101,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,F,1,172,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,H,1,89,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,H,2,100,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,I,8,64,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,I,7,53,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,I,6,119,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,I,5,140,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,I,4,54,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,I,3,43,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,I,1,53,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,F,2,112,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,F,5,116,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,F,10,83,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,G,3,72,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,la,deciduous,befp,G,4,44,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,l,deciduous,befp,C,2,119,1478,46.3464194,7.0083028,2017-10-10
ab_lets1,we,deciduous,bgfp,E,5,176,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,unknown,unknown,bgfp,D,5,32,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,unknown,unknown,bgfp,D,6,78,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,A,11,41,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,B,1,55,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,B,2,64,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,I,1,45,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,A,6,54,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,B,10,146,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,B,12,44,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,H,6,61,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,H,5,57,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,G,7,47,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,G,4,32,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,F,4,35,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,F,3,51,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,F,2,51,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,E,4,56,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,A,5,115,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,A,4,30,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,E,1,56,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,D,4,69,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,A,1,52,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,D,2,110,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ud,deciduous,bgfp,C,6,54,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,I,6,59,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,C,7,56,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,C,9,54,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,15,61,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,16,44,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,19,76,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,I,8,34,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,I,7,50,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,C,5,50,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,F,1,85,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,G,8,53,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,1,54,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,9,64,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,10,41,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,11,51,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,13,48,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,so,deciduous,bgfp,H,17,45,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,sm,deciduous,bgfp,D,1,83,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,sm,deciduous,bgfp,E,2,45,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,sm,deciduous,bgfp,H,8,56,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,sm,deciduous,bgfp,A,10,70,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,sm,deciduous,bgfp,A,9,80,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,sm,deciduous,bgfp,H,7,71,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,I,2,44,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,I,5,45,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,B,3,48,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,B,4,49,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,B,5,45,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,B,6,37,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,B,7,42,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,B,8,32,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,C,1,40,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,C,2,49,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,C,3,50,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,C,4,49,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,G,2,53,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,G,3,36,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,G,6,42,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,nm,deciduous,bgfp,H,14,53,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,eh,deciduous,bgfp,D,3,37,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,eb,deciduous,bgfp,B,9,54,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,eb,deciduous,bgfp,A,7,90,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,eb,deciduous,bgfp,A,8,33,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,eb,deciduous,bgfp,A,3,80,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,eb,deciduous,bgfp,A,2,94,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,eb,deciduous,bgfp,C,8,50,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,H,4,31,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,E,3,86,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,G,1,50,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,G,5,33,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,I,4,65,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,H,2,60,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,H,3,56,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,H,12,40,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ea,deciduous,bgfp,I,3,64,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,ba,deciduous,bgfp,B,11,34,1270,46.3335278,7.0099861,2017-10-10
ab_lets1,sm,deciduous,bpfp,E,1,50,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,sm,deciduous,bpfp,G,1,43,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,sf,evergreen,bpfp,G,4,66,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,sf,evergreen,bpfp,G,3,30,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,C,3,56,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,E,3,167,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,H,4,143,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,C,7,150,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,C,8,131,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,D,1,85,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,E,2,44,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,G,5,38,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,A,2,180,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,A,3,43,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,H,1,136,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,H,2,163,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,H,3,144,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,H,5,63,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,I,1,96,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,I,2,171,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,B,1,207,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,C,4,88,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,C,5,89,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,C,6,168,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,F,1,150,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,F,2,128,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,I,3,126,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,F,3,41,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,F,4,110,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,F,5,163,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,F,6,154,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,F,7,42,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,B,2,167,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,C,2,124,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,C,1,90,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,G,2,44,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,ns,evergreen,bpfp,A,1,178,1703,46.3446389,6.9945306,2017-10-10
ab_lets1,wb,deciduous,crfp,A,4,14,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ud,deciduous,crfp,E,1,40,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ud,deciduous,crfp,F,1,131,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ud,deciduous,crfp,F,3,34,1362,46.3352167,6.9971,2017-10-10
ab_lets1,uc,evergreen,crfp,F,2,72,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sp,evergreen,crfp,B,1,15,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sm,deciduous,crfp,G,3,71,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sm,deciduous,crfp,H,4,69,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sm,deciduous,crfp,A,2,44,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sm,deciduous,crfp,G,6,71,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sm,deciduous,crfp,G,8,32,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sm,deciduous,crfp,D,3,49,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sm,deciduous,crfp,D,4,41,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sf,evergreen,crfp,B,4,145,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sf,evergreen,crfp,D,5,38,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sf,evergreen,crfp,D,2,45,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sf,evergreen,crfp,B,2,25,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sf,evergreen,crfp,A,5,11,1362,46.3352167,6.9971,2017-10-10
ab_lets1,sf,evergreen,crfp,A,3,77,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ns,evergreen,crfp,G,5,122,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ns,evergreen,crfp,H,5,134,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ns,evergreen,crfp,G,4,38,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ns,evergreen,crfp,G,1,196,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ns,evergreen,crfp,H,1,34,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ns,evergreen,crfp,G,2,27,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ns,evergreen,crfp,H,3,117,1362,46.3352167,6.9971,2017-10-10
ab_lets1,np,deciduous,crfp,B,3,70,1362,46.3352167,6.9971,2017-10-10
ab_lets1,nm,deciduous,crfp,C,1,66,1362,46.3352167,6.9971,2017-10-10
ab_lets1,eb,deciduous,crfp,A,1,61,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ea,deciduous,crfp,G,7,44,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ea,deciduous,crfp,D,1,40,1362,46.3352167,6.9971,2017-10-10
ab_lets1,ea,deciduous,crfp,H,2,31,1362,46.3352167,6.9971,2017-10-10
ab_lets1,uc,evergreen,lafp,G,1,190,542,46.3208694,7.002772,2017-10-10
ab_lets1,uc,evergreen,lafp,I,3,65,542,46.3208694,7.002772,2017-10-10
ab_lets1,uc,evergreen,lafp,E,1,123,542,46.3208694,7.002772,2017-10-10
ab_lets1,uc,evergreen,lafp,B,2,127,542,46.3208694,7.002772,2017-10-10
ab_lets1,sf,evergreen,lafp,C,4,139,542,46.3208694,7.002772,2017-10-10
ab_lets1,sf,evergreen,lafp,C,2,130,542,46.3208694,7.002772,2017-10-10
ab_lets1,sf,evergreen,lafp,I,2,168,542,46.3208694,7.002772,2017-10-10
ab_lets1,sf,evergreen,lafp,B,3,120,542,46.3208694,7.002772,2017-10-10
ab_lets1,sf,evergreen,lafp,D,2,118,542,46.3208694,7.002772,2017-10-10
ab_lets1,sf,evergreen,lafp,D,1,73,542,46.3208694,7.002772,2017-10-10
ab_lets1,sf,evergreen,lafp,I,1,80,542,46.3208694,7.002772,2017-10-10
ab_lets1,sf,evergreen,lafp,H,2,180,542,46.3208694,7.002772,2017-10-10
ab_lets1,ey,evergreen,lafp,I,4,79,542,46.3208694,7.002772,2017-10-10
ab_lets1,ey,evergreen,lafp,D,4,38,542,46.3208694,7.002772,2017-10-10
ab_lets1,ey,evergreen,lafp,C,1,61,542,46.3208694,7.002772,2017-10-10
ab_lets1,ey,evergreen,lafp,F,2,38,542,46.3208694,7.002772,2017-10-10
ab_lets1,ey,evergreen,lafp,F,3,49,542,46.3208694,7.002772,2017-10-10
ab_lets1,ey,evergreen,lafp,G,2,139,542,46.3208694,7.002772,2017-10-10
ab_lets1,ey,evergreen,lafp,A,4,36,542,46.3208694,7.002772,2017-10-10
ab_lets1,ey,evergreen,lafp,A,3,38,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,C,6,43,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,D,3,150,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,G,3,74,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,H,1,123,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,B,1,141,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,E,2,143,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,B,4,175,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,A,2,156,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,C,3,250,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,A,1,165,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,B,5,94,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,F,1,46,542,46.3208694,7.002772,2017-10-10
ab_lets1,eb,deciduous,lafp,C,5,133,542,46.3208694,7.002772,2017-10-10
ab_lets1,wb,deciduous,lrfp,H,1,23,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,wa,deciduous,lrfp,G,2,64,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,wa,deciduous,lrfp,G,4,45,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,C,4,41,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,C,1,120,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,B,6,55,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,B,5,74,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,B,4,140,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,B,3,40,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,B,2,38,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,C,5,122,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,A,5,44,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,A,4,86,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,A,3,73,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,D,3,44,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,D,4,48,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,C,2,37,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,lrfp,A,6,50,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,uc,evergreen,lrfp,A,7,43,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,uc,evergreen,lrfp,A,1,190,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,uc,evergreen,lrfp,G,3,32,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,uc,evergreen,lrfp,C,3,33,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,uc,evergreen,lrfp,D,1,105,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,u,unknown,lrfp,D,2,115,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ns,evergreen,lrfp,E,1,229,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ns,evergreen,lrfp,I,1,184,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ns,evergreen,lrfp,H,4,245,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ns,evergreen,lrfp,H,3,69,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ns,evergreen,lrfp,H,2,21,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ns,evergreen,lrfp,F,1,126,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,eb,deciduous,lrfp,G,1,223,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,eb,deciduous,lrfp,A,2,50,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,eb,deciduous,lrfp,E,4,33,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,eb,deciduous,lrfp,E,3,106,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,eb,deciduous,lrfp,E,2,120,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,eb,deciduous,lrfp,B,1,78,1116,46.3319167,7.0017333,2017-10-10
ab_lets1,ud,deciduous,pdfp,D,2,85,667,46.3213639,6.9958694,2017-10-10
ab_lets1,ud,deciduous,pdfp,H,1,60,667,46.3213639,6.9958694,2017-10-10
ab_lets1,ud,deciduous,pdfp,G,4,146,667,46.3213639,6.9958694,2017-10-10
ab_lets1,ud,deciduous,pdfp,H,5,188,667,46.3213639,6.9958694,2017-10-10
ab_lets1,ud,deciduous,pdfp,H,4,182,667,46.3213639,6.9958694,2017-10-10
ab_lets1,ud,deciduous,pdfp,H,6,126,667,46.3213639,6.9958694,2017-10-10
ab_lets1,ud,deciduous,pdfp,H,7,182,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,H,8,102,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,G,5,250,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,G,3,70,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,D,1,98,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,I,3,100,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,I,4,90,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,G,2,103,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,G,6,121,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,G,1,62,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,I,1,219,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,I,2,158,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,H,3,202,667,46.3213639,6.9958694,2017-10-10
ab_lets1,uc,evergreen,pdfp,H,2,54,667,46.3213639,6.9958694,2017-10-10
ab_lets1,ns,evergreen,refp,C,1,130,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,I,9,110,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,I,8,120,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,I,7,112,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,I,5,40,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,I,4,120,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,H,5,83,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,H,4,110,933,46.3261333,6.99955,2017-10-10
ab_lets1,ns,evergreen,refp,H,3,100,933,46.3261333,6.99955,2017-10-10
